baseline,image_id,gt_category,gt_severity,gt_department,gt_description,pred_category,pred_severity,pred_department,pred_description,json_valid,raw_output,cat_correct,sev_correct,dept_correct
Baseline-2-Prompted,dirty_5,Dirty Hospital Bathroom,high,Housekeeping,"I was appalled by the state of the hospital bathroom, which was filthy and clearly hadn't been cleaned in a while. The urinals and sink were clogged with dirt and grime, making it unusable. This is unacceptable for a healthcare facility.",Dirty Hospital Bathroom,high,Housekeeping,"Patient reported severe unhygienic bathroom conditions including visible dirt and grime, with particular concern for the cleanliness of the urinals and sink.",True,"{""category"":""Dirty Hospital Bathroom"",""severity"":""high"",""department"":""Housekeeping"",""complaint_description"":""Patient reported severe unhygienic bathroom conditions including visible dirt and grime, with particular concern for the cleanliness of the urinals and sink.""}",True,True,True
Baseline-2-Prompted,nursing_9,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty, with no staff in sight. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,high,Nursing,"Patient reported the nursing station was unattended with no staff present to provide assistance or care, causing concern and potential delay in medical attention.",True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient reported the nursing station was unattended with no staff present to provide assistance or care, causing concern and potential delay in medical attention.""}",True,False,True
Baseline-2-Prompted,nursing_22,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the hospital and was concerned to find the nursing station completely unstaffed. There was no one available to answer questions or provide assistance, which is unacceptable for a healthcare facility. This lack of staffing is alarming and raises concerns about patient care.",Empty / Unstaffed Nursing Station,high,Nursing,Patient reported arriving at an unstaffed and empty nursing station with no medical personnel present to provide assistance or answer questions.,True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient reported arriving at an unstaffed and empty nursing station with no medical personnel present to provide assistance or answer questions.""}",True,False,True
Baseline-2-Prompted,nursing_7,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty and I was left waiting with no idea when someone would arrive. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,high,Nursing,"Patient reported finding the nursing station unattended and unmanned, raising concerns about patient care and support availability.",True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient reported finding the nursing station unattended and unmanned, raising concerns about patient care and support availability.""}",True,False,True
Baseline-2-Prompted,trash_11,Overflowing Hospital Trash (Outside),medium,Waste Management,I visited the hospital in a rural area and was appalled to see the trash bins outside overflowing with garbage. The area was littered with waste and had a strong unpleasant odor. This is a serious health concern and needs to be addressed immediately.,Overflowing Hospital Trash (Outside),high,Waste Management,"Patient reported overflowing trash bins outside the hospital, with surrounding litter and foul odor, posing a significant hygiene and environmental concern.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""high"",""department"":""Waste Management"",""complaint_description"":""Patient reported overflowing trash bins outside the hospital, with surrounding litter and foul odor, posing a significant hygiene and environmental concern.""}",True,False,True
Baseline-2-Prompted,trash_19,Overflowing Hospital Trash (Outside),medium,Waste Management,"I visited the hospital today and was appalled to see the trash bins outside overflowing with garbage. The smell and sight are unbearable, and it's a health concern for patients and visitors alike. The hospital should take immediate action to address this issue.",Overflowing Hospital Trash (Outside),high,Waste Management,"Patient reported severely overflowing trash bins outside the hospital, causing unpleasant odor and environmental impact.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""high"",""department"":""Waste Management"",""complaint_description"":""Patient reported severely overflowing trash bins outside the hospital, causing unpleasant odor and environmental impact.""}",True,False,True
Baseline-2-Prompted,trash_7,Overflowing Hospital Trash (Outside),medium,Waste Management,"I was appalled to see the trash bins outside the hospital overflowing with garbage, which is not only an eyesore but also a health concern. The fact that it's raining makes the situation even worse, as the trash is scattered all over the place. This is unacceptable for a hospital that is supposed to maintain high standards of cleanliness.",Overflowing Hospital Trash (Outside),high,Waste Management,"Patient reported overflowing trash bins outside the hospital, with garbage visible on the ground, exacerbated by rainy conditions, creating an unsanitary environment.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""high"",""department"":""Waste Management"",""complaint_description"":""Patient reported overflowing trash bins outside the hospital, with garbage visible on the ground, exacerbated by rainy conditions, creating an unsanitary environment.""}",True,False,True
Baseline-2-Prompted,rats_sc_3,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in the hospital room where my family member is being treated. The rodent was roaming freely near the beds, which is completely unacceptable in a healthcare setting. This is a serious concern for patient safety and hygiene.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported rodent sighting in hospital room, near patient care areas and beds, posing significant risk to patient safety and hygiene.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported rodent sighting in hospital room, near patient care areas and beds, posing significant risk to patient safety and hygiene.""}",True,True,True
Baseline-2-Prompted,rats_8,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The room had yellow walls and the rat was roaming around freely. This is a serious health concern and I demand immediate action.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported seeing a rodent in their hospital room, expressing concern for their health and well-being due to the presence of the rodent in the patient area.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported seeing a rodent in their hospital room, expressing concern for their health and well-being due to the presence of the rodent in the patient area.""}",True,True,True
Baseline-2-Prompted,rats_9,Rats / Rodent Infestation,critical,Pest Control,I was shocked to see a rat on the floor of my hospital room. This is completely unacceptable and I'm worried about the health and safety implications. I demand that the hospital takes immediate action to address this issue.,Rats / Rodent Infestation,critical,Pest Control,"Patient reported rodent sighting in hospital room, near patient area, raising serious concerns about cleanliness, safety, and infection risk.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported rodent sighting in hospital room, near patient area, raising serious concerns about cleanliness, safety, and infection risk.""}",True,True,True
Baseline-2-Prompted,rats_sc_5,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The presence of rodents in a healthcare setting is a serious concern for patient safety and hygiene. I demand immediate attention to this issue to ensure a clean and safe environment for all patients.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported a rodent sighting in their hospital room, posing a significant health risk and requiring immediate attention.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported a rodent sighting in their hospital room, posing a significant health risk and requiring immediate attention.""}",True,True,True
Baseline-2-Prompted,curtain_15,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the hospital and noticed that the privacy curtain in my room was torn. This made me feel uncomfortable and concerned about my privacy. I hope this can be addressed soon to ensure all patients have a comfortable and private stay.,Torn Hospital Privacy Curtain,medium,Nursing,"Patient reported a torn privacy curtain in their hospital room, potentially compromising patient privacy and comfort.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Nursing"",""complaint_description"":""Patient reported a torn privacy curtain in their hospital room, potentially compromising patient privacy and comfort.""}",True,False,False
Baseline-2-Prompted,curtain_6,Torn Hospital Privacy Curtain,low,Housekeeping,"I was admitted to the hospital and noticed that the privacy curtain in my room was torn, which made me feel uncomfortable and concerned about my privacy. The tear is quite noticeable and I think it should be replaced. I hope the hospital can take care of this issue soon.",Torn Hospital Privacy Curtain,medium,Nursing,"Patient reported a torn privacy curtain in their hospital room, potentially compromising patient privacy and comfort.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Nursing"",""complaint_description"":""Patient reported a torn privacy curtain in their hospital room, potentially compromising patient privacy and comfort.""}",True,False,False
Baseline-2-Prompted,curtain_14,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the general ward and noticed that the privacy curtain in my room was torn and damaged. This is concerning as it may affect my privacy during my stay. I hope this can be addressed promptly to ensure a comfortable and private recovery.,Torn Hospital Privacy Curtain,medium,Nursing,"Patient reported a significantly torn privacy curtain next to their hospital bed, potentially compromising their privacy.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Nursing"",""complaint_description"":""Patient reported a significantly torn privacy curtain next to their hospital bed, potentially compromising their privacy.""}",True,False,False
Baseline-2-Prompted,food_1,Unappetizing Hospital Food Tray,low,Dietary,"I was disappointed to see the hospital food tray looked unappetizing, which made me lose my appetite. The presentation of the food was uninviting and I was not looking forward to eating it. This experience was not what I expected from a hospital.",Unappetizing Hospital Food Tray,medium,Dietary,"Patient expressed dissatisfaction with the appearance of their hospital food tray, stating it has lost appeal and is no longer desirable to eat.",True,"{""category"":""Unappetizing Hospital Food Tray"",""severity"":""medium"",""department"":""Dietary"",""complaint_description"":""Patient expressed dissatisfaction with the appearance of their hospital food tray, stating it has lost appeal and is no longer desirable to eat.""}",True,False,True
Baseline-2-Prompted,food_8,Unappetizing Hospital Food Tray,low,Dietary,I was disappointed with the food served to me during my hospital stay. The food on my tray looked unappetizing and did not smell fresh. I was expecting a more satisfying meal to help with my recovery.,Unappetizing Hospital Food Tray,medium,Dietary,"Patient expressed concern about the unappealing presentation and potential freshness of hospital food, hesitant to consume.",True,"{""category"":""Unappetizing Hospital Food Tray"",""severity"":""medium"",""department"":""Dietary"",""complaint_description"":""Patient expressed concern about the unappealing presentation and potential freshness of hospital food, hesitant to consume.""}",True,False,True
Baseline-2-Prompted,hygiene_3,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was appalled to see the state of the hospital kitchen where my food was being prepared. The kitchen was dirty and the staff seemed to be handling food in a way that could easily spread infection. As a patient, I'm worried about the risk of getting sick from the food.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"Patient reported severe unhygienic food preparation conditions in the hospital kitchen, with visible contamination and improper food handling, posing serious risk to patient health.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported severe unhygienic food preparation conditions in the hospital kitchen, with visible contamination and improper food handling, posing serious risk to patient health.""}",True,False,True
Baseline-2-Prompted,hygiene_16,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was appalled to see the state of the hospital kitchen, where food was being prepared in a clearly unhygienic manner. The conditions were unsanitary and I fear for the health and safety of patients who may be served this food. I hope the hospital takes immediate action to address this issue.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"Patient reported severe unhygienic food preparation conditions in the hospital kitchen, including visible contamination and improper food handling, posing serious risk to patient safety and health.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported severe unhygienic food preparation conditions in the hospital kitchen, including visible contamination and improper food handling, posing serious risk to patient safety and health.""}",True,False,True
Baseline-2-Prompted,hygiene_1,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was served contaminated food during my stay at the hospital, which is unacceptable. The food had visible signs of contamination and I'm worried about my health. I hope the hospital takes immediate action to address this issue.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"Patient reported visible signs of contamination on their food tray, posing a serious risk of foodborne illness and infection.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported visible signs of contamination on their food tray, posing a serious risk of foodborne illness and infection.""}",True,False,True
Baseline-2-Prompted,puddle_21,Water Puddle on Hospital Floor,medium,Facilities Management,"I was walking down the hospital floor and noticed a significant amount of water leaking from the ceiling, creating a puddle that could be a slipping hazard. The water appears to be coming from a leak in the ceiling and it's making the floor very slippery. This is a concern for patient safety.",Water Puddle on Hospital Floor,medium,Maintenance,"Patient reported water leak on the hospital floor, creating a slippery surface and posing a fall risk, requiring immediate cleanup and maintenance attention.",True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported water leak on the hospital floor, creating a slippery surface and posing a fall risk, requiring immediate cleanup and maintenance attention.""}",True,True,False
Baseline-2-Prompted,puddle_17,Water Puddle on Hospital Floor,medium,Facilities Management,I was visiting my family member on the general ward and noticed that there was a significant amount of water on the floor. It was so wet that someone was even using an umbrella to stay dry. This is a slipping hazard and I'm concerned about the safety of patients and visitors.,Water Puddle on Hospital Floor,medium,Facilities Management,"Patient reported significant water accumulation on the general ward floor, causing inconvenience and potential slipping hazard.",True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Facilities Management"",""complaint_description"":""Patient reported significant water accumulation on the general ward floor, causing inconvenience and potential slipping hazard.""}",True,True,True
Baseline-2-Prompted,puddle_15,Water Puddle on Hospital Floor,medium,Facilities Management,"I was walking down the hospital floor and noticed that there were water puddles everywhere, which could be a slipping hazard. The orange lines on the floor seem to be a warning, but the puddles themselves are still a concern. I'm worried about the safety and cleanliness of the hospital.",Water Puddle on Hospital Floor,medium,Facilities Management,"Patient reported water puddles on the hospital floor, posing a slip and fall hazard despite the presence of cautionary orange lines.",True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Facilities Management"",""complaint_description"":""Patient reported water puddles on the hospital floor, posing a slip and fall hazard despite the presence of cautionary orange lines.""}",True,True,True
