baseline,image_id,gt_category,gt_severity,gt_department,gt_description,pred_category,pred_severity,pred_department,pred_description,json_valid,raw_output,cat_correct,sev_correct,dept_correct,source_category,source_severity,source_department,source_description
Llama-Prompted,dirty_5,Dirty Hospital Bathroom,high,Housekeeping,"I was appalled by the state of the hospital bathroom, which was filthy and clearly hadn't been cleaned in a while. The urinals and sink were clogged with dirt and grime, making it unusable. This is unacceptable for a healthcare facility.",Dirty Hospital Bathroom,high,Housekeeping,"Patient reported the hospital bathroom to be in an unhygienic state with visible dirt and grime, particularly affecting the urinals and sink.",True,"{""category"":""Dirty Hospital Bathroom"",""severity"":""high"",""department"":""Housekeeping"",""complaint_description"":""Patient reported the hospital bathroom to be in an unhygienic state with visible dirt and grime, particularly affecting the urinals and sink.""}",True,True,True,single_model,single_model,single_model,single_model
Llama-Prompted,nursing_9,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty, with no staff in sight. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,high,Nursing,"Patient reported visiting the nursing station and finding it unstaffed with no personnel present to attend to patients or visitors, causing concern.",True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient reported visiting the nursing station and finding it unstaffed with no personnel present to attend to patients or visitors, causing concern.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,nursing_22,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the hospital and was concerned to find the nursing station completely unstaffed. There was no one available to answer questions or provide assistance, which is unacceptable for a healthcare facility. This lack of staffing is alarming and raises concerns about patient care.",Empty / Unstaffed Nursing Station,high,Nursing,Patient arrived at hospital to find nursing station unattended with no medical staff present to provide assistance or answer questions.,True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient arrived at hospital to find nursing station unattended with no medical staff present to provide assistance or answer questions.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,nursing_7,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty and I was left waiting with no idea when someone would arrive. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,high,Nursing,"Patient reported visiting the nursing station and finding it unstaffed with no personnel present at the reception desk, causing concern for patient care and support.",True,"{""category"":""Empty / Unstaffed Nursing Station"",""severity"":""high"",""department"":""Nursing"",""complaint_description"":""Patient reported visiting the nursing station and finding it unstaffed with no personnel present at the reception desk, causing concern for patient care and support.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,trash_11,Overflowing Hospital Trash (Outside),medium,Waste Management,I visited the hospital in a rural area and was appalled to see the trash bins outside overflowing with garbage. The area was littered with waste and had a strong unpleasant odor. This is a serious health concern and needs to be addressed immediately.,Overflowing Hospital Trash (Outside),medium,Waste Management,Patient reported overflowing trash bins outside the hospital with surrounding litter and unpleasant odor.,True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""medium"",""department"":""Waste Management"",""complaint_description"":""Patient reported overflowing trash bins outside the hospital with surrounding litter and unpleasant odor.""}",True,True,True,single_model,single_model,single_model,single_model
Llama-Prompted,trash_19,Overflowing Hospital Trash (Outside),medium,Waste Management,"I visited the hospital today and was appalled to see the trash bins outside overflowing with garbage. The smell and sight are unbearable, and it's a health concern for patients and visitors alike. The hospital should take immediate action to address this issue.",Overflowing Hospital Trash (Outside),high,Waste Management,"Patient reported that the outside trash bins are overflowing with waste, causing unpleasant odors and unsanitary conditions in the surrounding area.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""high"",""department"":""Waste Management"",""complaint_description"":""Patient reported that the outside trash bins are overflowing with waste, causing unpleasant odors and unsanitary conditions in the surrounding area.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,trash_7,Overflowing Hospital Trash (Outside),medium,Waste Management,"I was appalled to see the trash bins outside the hospital overflowing with garbage, which is not only an eyesore but also a health concern. The fact that it's raining makes the situation even worse, as the trash is scattered all over the place. This is unacceptable for a hospital that is supposed to maintain high standards of cleanliness.",Overflowing Hospital Trash (Outside),medium,Waste Management,"Patient reported overflowing trash bins outside the hospital, with garbage visible on the ground, exacerbated by rainy conditions.",True,"{""category"":""Overflowing Hospital Trash (Outside)"",""severity"":""medium"",""department"":""Waste Management"",""complaint_description"":""Patient reported overflowing trash bins outside the hospital, with garbage visible on the ground, exacerbated by rainy conditions.""}",True,True,True,single_model,single_model,single_model,single_model
Llama-Prompted,rats_sc_3,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in the hospital room where my family member is being treated. The rodent was roaming freely near the beds, which is completely unacceptable in a healthcare setting. This is a serious concern for patient safety and hygiene.",Rats / Rodent Infestation,critical,Pest Control,"Rodent spotted in patient care area, near hospital beds, posing significant risk to patient health and safety.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Rodent spotted in patient care area, near hospital beds, posing significant risk to patient health and safety.""}",True,True,True,single_model,single_model,single_model,single_model
Llama-Prompted,rats_8,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The room had yellow walls and the rat was roaming around freely. This is a serious health concern and I demand immediate action.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported a rodent sighting in their hospital room, expressing concern for their health and well-being.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported a rodent sighting in their hospital room, expressing concern for their health and well-being.""}",True,True,True,single_model,single_model,single_model,single_model
Llama-Prompted,rats_9,Rats / Rodent Infestation,critical,Pest Control,I was shocked to see a rat on the floor of my hospital room. This is completely unacceptable and I'm worried about the health and safety implications. I demand that the hospital takes immediate action to address this issue.,Rats / Rodent Infestation,critical,Pest Control,"Patient reported seeing a rodent in their hospital room, raising serious concerns about cleanliness and safety.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported seeing a rodent in their hospital room, raising serious concerns about cleanliness and safety.""}",True,True,True,single_model,single_model,single_model,single_model
Llama-Prompted,rats_sc_5,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The presence of rodents in a healthcare setting is a serious concern for patient safety and hygiene. I demand immediate attention to this issue to ensure a clean and safe environment for all patients.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported a rodent sighting in their hospital room, posing a significant health risk and requiring immediate attention.",True,"{""category"":""Rats / Rodent Infestation"",""severity"":""critical"",""department"":""Pest Control"",""complaint_description"":""Patient reported a rodent sighting in their hospital room, posing a significant health risk and requiring immediate attention.""}",True,True,True,single_model,single_model,single_model,single_model
Llama-Prompted,curtain_15,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the hospital and noticed that the privacy curtain in my room was torn. This made me feel uncomfortable and concerned about my privacy. I hope this can be addressed soon to ensure all patients have a comfortable and private stay.,Torn Hospital Privacy Curtain,medium,Nursing,"Patient reported a torn privacy curtain in their hospital room, compromising their privacy and causing discomfort.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Nursing"",""complaint_description"":""Patient reported a torn privacy curtain in their hospital room, compromising their privacy and causing discomfort.""}",True,False,False,single_model,single_model,single_model,single_model
Llama-Prompted,curtain_6,Torn Hospital Privacy Curtain,low,Housekeeping,"I was admitted to the hospital and noticed that the privacy curtain in my room was torn, which made me feel uncomfortable and concerned about my privacy. The tear is quite noticeable and I think it should be replaced. I hope the hospital can take care of this issue soon.",Torn Hospital Privacy Curtain,medium,Nursing,"Patient reported a torn privacy curtain in their hospital room, compromising their privacy and causing discomfort.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Nursing"",""complaint_description"":""Patient reported a torn privacy curtain in their hospital room, compromising their privacy and causing discomfort.""}",True,False,False,single_model,single_model,single_model,single_model
Llama-Prompted,curtain_14,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the general ward and noticed that the privacy curtain in my room was torn and damaged. This is concerning as it may affect my privacy during my stay. I hope this can be addressed promptly to ensure a comfortable and private recovery.,Torn Hospital Privacy Curtain,medium,Housekeeping,"Patient reported a significantly torn privacy curtain next to their hospital bed, potentially compromising their privacy.",True,"{""category"":""Torn Hospital Privacy Curtain"",""severity"":""medium"",""department"":""Housekeeping"",""complaint_description"":""Patient reported a significantly torn privacy curtain next to their hospital bed, potentially compromising their privacy.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,food_1,Unappetizing Hospital Food Tray,low,Dietary,"I was disappointed to see the hospital food tray looked unappetizing, which made me lose my appetite. The presentation of the food was uninviting and I was not looking forward to eating it. This experience was not what I expected from a hospital.",Unappetizing Hospital Food Tray,medium,Dietary,"Patient expressed dissatisfaction with the appearance of their hospital food tray, stating it looks unappetizing and has lost their appetite as a result.",True,"{""category"":""Unappetizing Hospital Food Tray"",""severity"":""medium"",""department"":""Dietary"",""complaint_description"":""Patient expressed dissatisfaction with the appearance of their hospital food tray, stating it looks unappetizing and has lost their appetite as a result.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,food_8,Unappetizing Hospital Food Tray,low,Dietary,I was disappointed with the food served to me during my hospital stay. The food on my tray looked unappetizing and did not smell fresh. I was expecting a more satisfying meal to help with my recovery.,Unappetizing Hospital Food Tray,medium,Dietary,"Patient expressed dissatisfaction with the appearance of their food tray, describing it as unappetizing and questioning its freshness.",True,"{""category"":""Unappetizing Hospital Food Tray"",""severity"":""medium"",""department"":""Dietary"",""complaint_description"":""Patient expressed dissatisfaction with the appearance of their food tray, describing it as unappetizing and questioning its freshness.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,hygiene_3,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was appalled to see the state of the hospital kitchen where my food was being prepared. The kitchen was dirty and the staff seemed to be handling food in a way that could easily spread infection. As a patient, I'm worried about the risk of getting sick from the food.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"Patient reported severe unhygienic conditions in the hospital kitchen, with visible signs of contamination and improper food handling, posing a significant risk to patient health.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported severe unhygienic conditions in the hospital kitchen, with visible signs of contamination and improper food handling, posing a significant risk to patient health.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,hygiene_16,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was appalled to see the state of the hospital kitchen, where food was being prepared in a clearly unhygienic manner. The conditions were unsanitary and I fear for the health and safety of patients who may be served this food. I hope the hospital takes immediate action to address this issue.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"Patient reported severe unhygienic food handling practices in the hospital kitchen, with visible signs of contamination, compromising food safety.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported severe unhygienic food handling practices in the hospital kitchen, with visible signs of contamination, compromising food safety.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,hygiene_1,Unhygienic / Contaminated Hospital Food,high,Dietary,"I was served contaminated food during my stay at the hospital, which is unacceptable. The food had visible signs of contamination and I'm worried about my health. I hope the hospital takes immediate action to address this issue.",Unhygienic / Contaminated Hospital Food,critical,Dietary,"Patient reported visible signs of contamination on their food tray, expressing concern about the risk of getting sick due to unhygienic food handling practices.",True,"{""category"":""Unhygienic / Contaminated Hospital Food"",""severity"":""critical"",""department"":""Dietary"",""complaint_description"":""Patient reported visible signs of contamination on their food tray, expressing concern about the risk of getting sick due to unhygienic food handling practices.""}",True,False,True,single_model,single_model,single_model,single_model
Llama-Prompted,puddle_21,Water Puddle on Hospital Floor,medium,Facilities Management,"I was walking down the hospital floor and noticed a significant amount of water leaking from the ceiling, creating a puddle that could be a slipping hazard. The water appears to be coming from a leak in the ceiling and it's making the floor very slippery. This is a concern for patient safety.",Water Puddle on Hospital Floor,medium,Maintenance,"Patient reported water leak on hospital floor, creating slippery surface and requiring immediate cleanup.",True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported water leak on hospital floor, creating slippery surface and requiring immediate cleanup.""}",True,True,False,single_model,single_model,single_model,single_model
Llama-Prompted,puddle_17,Water Puddle on Hospital Floor,medium,Facilities Management,I was visiting my family member on the general ward and noticed that there was a significant amount of water on the floor. It was so wet that someone was even using an umbrella to stay dry. This is a slipping hazard and I'm concerned about the safety of patients and visitors.,Water Puddle on Hospital Floor,medium,Maintenance,"Patient reported water accumulation on the general ward floor, causing slipping hazard and requiring immediate attention.",True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Maintenance"",""complaint_description"":""Patient reported water accumulation on the general ward floor, causing slipping hazard and requiring immediate attention.""}",True,True,False,single_model,single_model,single_model,single_model
Llama-Prompted,puddle_15,Water Puddle on Hospital Floor,medium,Facilities Management,"I was walking down the hospital floor and noticed that there were water puddles everywhere, which could be a slipping hazard. The orange lines on the floor seem to be a warning, but the puddles themselves are still a concern. I'm worried about the safety and cleanliness of the hospital.",Water Puddle on Hospital Floor,medium,Facilities Management,"Patient reported water puddles on the hospital floor, posing a slip hazard despite the presence of caution lines.",True,"{""category"":""Water Puddle on Hospital Floor"",""severity"":""medium"",""department"":""Facilities Management"",""complaint_description"":""Patient reported water puddles on the hospital floor, posing a slip hazard despite the presence of caution lines.""}",True,True,True,single_model,single_model,single_model,single_model
