baseline,image_id,gt_category,gt_severity,gt_department,gt_description,pred_category,pred_severity,pred_department,pred_description,json_valid,raw_output,cat_correct,sev_correct,dept_correct,source_category,source_severity,source_department,source_description
Hybrid-LlamaCat-MistralSevDeptDesc,dirty_5,Dirty Hospital Bathroom,high,Housekeeping,"I was appalled by the state of the hospital bathroom, which was filthy and clearly hadn't been cleaned in a while. The urinals and sink were clogged with dirt and grime, making it unusable. This is unacceptable for a healthcare facility.",Dirty Hospital Bathroom,critical,Housekeeping,Patient reported severe unhygienic bathroom conditions with visible dirt and grime affecting the urinals and sink.,True,"{""base_model_raw"": ""{\""category\"":\""Dirty Hospital Bathroom\"",\""severity\"":\""high\"",\""department\"":\""Housekeeping\"",\""complaint_description\"":\""Patient reported the hospital bathroom to be unhygienic with visible dirt and grime, particularly affecting the urinals and sink, making them unusable.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the valid JSON output:\n\n```json\n{\n  \""category\"": \""Dirty Hospital Bathroom\"",\n  \""severity\"": \""critical\"",\n  \""department\"": \""Housekeeping\"",\n  \""complaint_description\"": \""Patient reported severe unhygienic bathroom conditions with visible dirt and grime affecting the urinals and sink.\""\n}\n```""}",True,False,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,nursing_9,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty, with no staff in sight. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,medium,Nursing,"Patient reported that the nursing station was empty and unstaffed, with no personnel present at the reception counter.",True,"{""base_model_raw"": ""{\""category\"":\""Empty / Unstaffed Nursing Station\"",\""severity\"":\""high\"",\""department\"":\""Nursing\"",\""complaint_description\"":\""Patient and visitor reported finding the nursing station unattended with no staff present to provide assistance or care.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the JSON output:\n\n```json\n{\n  \""category\"": \""Empty / Unstaffed Nursing Station\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Nursing\"",\n  \""complaint_description\"": \""Patient reported that the nursing station was empty and unstaffed, with no personnel present at the reception counter.\""\n}\n```""}",True,False,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,nursing_22,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the hospital and was concerned to find the nursing station completely unstaffed. There was no one available to answer questions or provide assistance, which is unacceptable for a healthcare facility. This lack of staffing is alarming and raises concerns about patient care.",Empty / Unstaffed Nursing Station,medium,Nursing,Patient reported an empty and unstaffed nursing station with no medical personnel present to help or answer questions.,True,"{""base_model_raw"": ""{\""category\"":\""Empty / Unstaffed Nursing Station\"",\""severity\"":\""high\"",\""department\"":\""Nursing\"",\""complaint_description\"":\""Patient arrived at hospital to find nursing station unattended with no medical staff present to provide assistance or answer questions.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the JSON output:\n\n```json\n{\n  \""category\"": \""Empty / Unstaffed Nursing Station\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Nursing\"",\n  \""complaint_description\"": \""Patient reported an empty and unstaffed nursing station with no medical personnel present to help or answer questions.\""\n}\n```""}",True,False,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,nursing_7,Empty / Unstaffed Nursing Station,critical,Nursing,"I visited the nursing station to ask for assistance, but there was no one available to help me. The station was completely empty and I was left waiting with no idea when someone would arrive. This lack of staffing is concerning and affects the quality of care.",Empty / Unstaffed Nursing Station,medium,Nursing,"Patient reported that the nursing station was empty and unstaffed, with no personnel present at the reception desk.",True,"{""base_model_raw"": ""{\""category\"":\""Empty / Unstaffed Nursing Station\"",\""severity\"":\""high\"",\""department\"":\""Nursing\"",\""complaint_description\"":\""Patient reported visiting the nursing station and finding it unstaffed with no personnel present at the reception desk, causing concern for patient care and support.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the JSON output:\n\n```json\n{\n  \""category\"": \""Empty / Unstaffed Nursing Station\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Nursing\"",\n  \""complaint_description\"": \""Patient reported that the nursing station was empty and unstaffed, with no personnel present at the reception desk.\""\n}\n```""}",True,False,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,trash_11,Overflowing Hospital Trash (Outside),medium,Waste Management,I visited the hospital in a rural area and was appalled to see the trash bins outside overflowing with garbage. The area was littered with waste and had a strong unpleasant odor. This is a serious health concern and needs to be addressed immediately.,Overflowing Hospital Trash (Outside),medium,Waste Management,The trash bins outside the hospital are overflowing with garbage. The surrounding area appears to be littered with waste. The voice complaint also reported that the area smells bad.,True,"{""base_model_raw"": ""{\""category\"":\""Overflowing Hospital Trash (Outside)\"",\""severity\"":\""medium\"",\""department\"":\""Waste Management\"",\""complaint_description\"":\""Patient reported overflowing trash bins outside the hospital with surrounding litter and unpleasant odor.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here's the JSON output:\n\n```json\n{\n  \""category\"": \""Overflowing Hospital Trash (Outside)\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Waste Management\"",\n  \""complaint_description\"": \""The trash bins outside the hospital are overflowing with garbage. The surrounding area appears to be littered with waste. The voice complaint also reported that the area smells bad.\""\n}\n```""}",True,True,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,trash_19,Overflowing Hospital Trash (Outside),medium,Waste Management,"I visited the hospital today and was appalled to see the trash bins outside overflowing with garbage. The smell and sight are unbearable, and it's a health concern for patients and visitors alike. The hospital should take immediate action to address this issue.",Overflowing Hospital Trash (Outside),medium,Waste Management,"Trash cans outside the hospital are overflowing with waste, creating an unsanitary and unpleasant environment for patients and staff.",True,"{""base_model_raw"": ""{\""category\"":\""Overflowing Hospital Trash (Outside)\"",\""severity\"":\""high\"",\""department\"":\""Waste Management\"",\""complaint_description\"":\""Patient reported overflowing trash bins outside the hospital, causing unpleasant odors and unsanitary conditions in the surrounding area.\""}"", ""mistral_raw"": ""Output: {\n\""category\"": \""Overflowing Hospital Trash (Outside)\"",\n\""severity\"": \""medium\"",\n\""department\"": \""Waste Management\"",\n\""complaint_description\"": \""Trash cans outside the hospital are overflowing with waste, creating an unsanitary and unpleasant environment for patients and staff.\""\n}""}",True,True,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,trash_7,Overflowing Hospital Trash (Outside),medium,Waste Management,"I was appalled to see the trash bins outside the hospital overflowing with garbage, which is not only an eyesore but also a health concern. The fact that it's raining makes the situation even worse, as the trash is scattered all over the place. This is unacceptable for a hospital that is supposed to maintain high standards of cleanliness.",Overflowing Hospital Trash (Outside),medium,Waste Management,"Trash bins outside the hospital are overflowing, with garbage visible on the ground. This issue is worsened by the rain.",True,"{""base_model_raw"": ""{\""category\"":\""Overflowing Hospital Trash (Outside)\"",\""severity\"":\""medium\"",\""department\"":\""Waste Management\"",\""complaint_description\"":\""Patient reported overflowing trash bins outside the hospital, with garbage visible on the ground, exacerbated by rainy conditions.\""}"", ""mistral_raw"": ""Output: {\n\""category\"": \""Overflowing Hospital Trash (Outside)\"",\n\""severity\"": \""medium\"",\n\""department\"": \""Waste Management\"",\n\""complaint_description\"": \""Trash bins outside the hospital are overflowing, with garbage visible on the ground. This issue is worsened by the rain.\""\n}""}",True,True,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,rats_sc_3,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in the hospital room where my family member is being treated. The rodent was roaming freely near the beds, which is completely unacceptable in a healthcare setting. This is a serious concern for patient safety and hygiene.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported a rat presence in the hospital room, in close proximity to patient care areas and beds.",True,"{""base_model_raw"": ""{\""category\"":\""Rats / Rodent Infestation\"",\""severity\"":\""critical\"",\""department\"":\""Pest Control\"",\""complaint_description\"":\""Rodent spotted in patient care area, near hospital beds, posing significant risk to patient health and safety.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, the following JSON output is generated:\n\n```json\n{\n  \""category\"": \""Rats / Rodent Infestation\"",\n  \""severity\"": \""critical\"",\n  \""department\"": \""Pest Control\"",\n  \""complaint_description\"": \""Patient reported a rat presence in the hospital room, in close proximity to patient care areas and beds.\""\n}\n```""}",True,True,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,rats_8,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The room had yellow walls and the rat was roaming around freely. This is a serious health concern and I demand immediate action.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported a rat in their hospital room, expressing concern for their health and hygiene.",True,"{""base_model_raw"": ""{\""category\"":\""Rats / Rodent Infestation\"",\""severity\"":\""critical\"",\""department\"":\""Pest Control\"",\""complaint_description\"":\""Patient reported seeing a rodent in their hospital room, expressing concern for their health and well-being.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the JSON output:\n\n```json\n{\n  \""category\"": \""Rats / Rodent Infestation\"",\n  \""severity\"": \""critical\"",\n  \""department\"": \""Pest Control\"",\n  \""complaint_description\"": \""Patient reported a rat in their hospital room, expressing concern for their health and hygiene.\""\n}\n```""}",True,True,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,rats_9,Rats / Rodent Infestation,critical,Pest Control,I was shocked to see a rat on the floor of my hospital room. This is completely unacceptable and I'm worried about the health and safety implications. I demand that the hospital takes immediate action to address this issue.,Rats / Rodent Infestation,critical,Pest Control,"Patient reported a rodent presence in their hospital room, raising major concerns about cleanliness and safety.",True,"{""base_model_raw"": ""{\""category\"":\""Rats / Rodent Infestation\"",\""severity\"":\""critical\"",\""department\"":\""Pest Control\"",\""complaint_description\"":\""Patient reported seeing a rodent in their hospital room, raising serious concerns about cleanliness and safety.\""}"", ""mistral_raw"": ""Output: {\n\""category\"": \""Rats / Rodent Infestation\"",\n\""severity\"": \""critical\"",\n\""department\"": \""Pest Control\"",\n\""complaint_description\"": \""Patient reported a rodent presence in their hospital room, raising major concerns about cleanliness and safety.\""\n}""}",True,True,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,rats_sc_5,Rats / Rodent Infestation,critical,Pest Control,"I was shocked to see a rat in my hospital room, which is completely unacceptable. The presence of rodents in a healthcare setting is a serious concern for patient safety and hygiene. I demand immediate attention to this issue to ensure a clean and safe environment for all patients.",Rats / Rodent Infestation,critical,Pest Control,"Patient reported a rat in their hospital room, posing a potential health risk. The rodent was visible in the room and appeared to be looking directly at the camera.",True,"{""base_model_raw"": ""{\""category\"":\""Rats / Rodent Infestation\"",\""severity\"":\""critical\"",\""department\"":\""Pest Control\"",\""complaint_description\"":\""Patient reported a rodent sighting in their hospital room, posing a significant health risk and requiring immediate attention.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the valid JSON output:\n\n```json\n{\n  \""category\"": \""Rats / Rodent Infestation\"",\n  \""severity\"": \""critical\"",\n  \""department\"": \""Pest Control\"",\n  \""complaint_description\"": \""Patient reported a rat in their hospital room, posing a potential health risk. The rodent was visible in the room and appeared to be looking directly at the camera.\""\n}\n```""}",True,True,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,curtain_15,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the hospital and noticed that the privacy curtain in my room was torn. This made me feel uncomfortable and concerned about my privacy. I hope this can be addressed soon to ensure all patients have a comfortable and private stay.,Torn Hospital Privacy Curtain,medium,Housekeeping,"Patient reported a torn or damaged hospital privacy curtain in their room, which is compromising their privacy and making them feel uncomfortable.",True,"{""base_model_raw"": ""{\""category\"":\""Torn Hospital Privacy Curtain\"",\""severity\"":\""medium\"",\""department\"":\""Nursing\"",\""complaint_description\"":\""Patient reported a torn privacy curtain in their hospital room, compromising their privacy and causing discomfort.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the JSON output:\n\n```json\n{\n  \""category\"": \""Torn Hospital Privacy Curtain\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Housekeeping\"",\n  \""complaint_description\"": \""Patient reported a torn or damaged hospital privacy curtain in their room, which is compromising their privacy and making them feel uncomfortable.\""\n}\n```""}",True,False,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,curtain_6,Torn Hospital Privacy Curtain,low,Housekeeping,"I was admitted to the hospital and noticed that the privacy curtain in my room was torn, which made me feel uncomfortable and concerned about my privacy. The tear is quite noticeable and I think it should be replaced. I hope the hospital can take care of this issue soon.",Torn Hospital Privacy Curtain,medium,Facilities Management,"Patient reported a torn or damaged hospital privacy curtain in their room, which is making them feel uncomfortable and compromising their privacy.",True,"{""base_model_raw"": ""{\""category\"":\""Torn Hospital Privacy Curtain\"",\""severity\"":\""medium\"",\""department\"":\""Nursing\"",\""complaint_description\"":\""Patient reported a torn privacy curtain in their hospital room, compromising their privacy and causing discomfort.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the valid JSON output:\n\n```json\n{\n  \""category\"": \""Torn Hospital Privacy Curtain\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Facilities Management\"",\n  \""complaint_description\"": \""Patient reported a torn or damaged hospital privacy curtain in their room, which is making them feel uncomfortable and compromising their privacy.\""\n}\n```""}",True,False,False,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,curtain_14,Torn Hospital Privacy Curtain,low,Housekeeping,I was admitted to the general ward and noticed that the privacy curtain in my room was torn and damaged. This is concerning as it may affect my privacy during my stay. I hope this can be addressed promptly to ensure a comfortable and private recovery.,Torn Hospital Privacy Curtain,medium,Housekeeping,"Patient reported a torn and damaged hospital privacy curtain located next to a hospital bed. The tear appeared to be significant, potentially compromising patient privacy.",True,"{""base_model_raw"": ""{\""category\"":\""Torn Hospital Privacy Curtain\"",\""severity\"":\""medium\"",\""department\"":\""Housekeeping\"",\""complaint_description\"":\""Patient reported a significantly torn privacy curtain next to their hospital bed, potentially compromising their privacy.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the JSON output:\n\n```json\n{\n  \""category\"": \""Torn Hospital Privacy Curtain\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Housekeeping\"",\n  \""complaint_description\"": \""Patient reported a torn and damaged hospital privacy curtain located next to a hospital bed. The tear appeared to be significant, potentially compromising patient privacy.\""\n}\n```""}",True,False,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,food_1,Unappetizing Hospital Food Tray,low,Dietary,"I was disappointed to see the hospital food tray looked unappetizing, which made me lose my appetite. The presentation of the food was uninviting and I was not looking forward to eating it. This experience was not what I expected from a hospital.",Unappetizing Hospital Food Tray,medium,Dietary,"Patient expressed dissatisfaction with the appearance of the hospital food, stating that it looked unappetizing and had caused a loss of appetite.",True,"{""base_model_raw"": ""{\""category\"":\""Unappetizing Hospital Food Tray\"",\""severity\"":\""medium\"",\""department\"":\""Dietary\"",\""complaint_description\"":\""Patient expressed dissatisfaction with the appearance of their hospital food tray, stating it looks unappetizing and has lost their appetite as a result.\""}"", ""mistral_raw"": ""Based on the image caption and voice complaint, here is the JSON output:\n\n```json\n{\n  \""category\"": \""Unappetizing Hospital Food\"",\n  \""severity\"": \""medium\"",\n  \""department\"": \""Dietary\"",\n  \""complaint_description\"": \""Patient expressed dissatisfaction with the appearance of the hospital food, stating that it looked unappetizing and had caused a loss of appetite.\""\n}\n```""}",True,False,True,llama,mistral,mistral,mistral
Hybrid-LlamaCat-MistralSevDeptDesc,food_8,Unappetizing Hospital Food Tray,low,Dietary,I was disappointed with the food served to me during my hospital stay. The food on my tray looked unappetizing and did not smell fresh. I was expecting a more satisfying meal to help with my recovery.,Unappetizing Hospital Food Tray,medium,Dietary,Patient expressed concern over the appearance and potential freshness of the hospital food.,True,"{""base_model_raw"": ""{\""category\"":\""Unappetizing Hospital Food Tray\"",\""severity\"":\""medium\"",\""department\"":\""Dietary\"",\""complaint_description\"":\""Patient expressed dissatisfaction with the appearance of their food tray, describing it as unappetizing and questioning its freshness.\""}"", ""mistral_raw"": ""Output: {\n\""category\"": \""Unappetizing Hospital Food\"",\n\""severity\"": \""medium\"",\n\""department\"": \""Dietary\"",\n\""complaint_description\"": \""Patient expressed concern over the appearance and potential freshness of the hospital food.\""\n}""}",True,False,True,llama,mistral,mistral,mistral
